Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_cut,FarFromHome,LowMonthlyIncome,LowWorkingYears,TotalSatisfaction
No,Travel_Rarely,1181,1,Bachelor,Life Sciences,Male,82,High,1,Research Scientist,Married,5531,1,No,11,Excellent,1,6,Best,5,3,0,3,1,0,1,0,7
No,Travel_Rarely,1253,10,Below College,Medical,Male,65,High,3,Research Director,Single,7914,7,No,21,Outstanding,0,3,Better,4,3,2,2,2,0,0,0,6
No,Non-Travel,849,26,College,Life Sciences,Male,98,Medium,2,Sales Executive,Single,25166,8,No,15,Excellent,0,3,Better,2,2,2,2,3,1,0,0,4
No,Travel_Rarely,616,2,College,Life Sciences,Female,99,High,1,Laboratory Technician,Married,25605,4,No,17,Excellent,1,5,Good,4,3,0,2,2,0,0,0,5
No,Travel_Rarely,1128,13,Bachelor,Medical,Male,95,Very High,2,Healthcare Representative,Married,5696,5,No,18,Excellent,2,2,Good,0,0,0,0,2,0,0,0,3
No,Non-Travel,1180,2,College,Medical,Male,90,High,2,Manufacturing Director,Divorced,24442,2,No,14,Excellent,1,6,Better,7,7,1,7,2,0,0,0,6
No,Non-Travel,1336,2,Bachelor,Human Resources,Male,100,High,1,Human Resources,Divorced,7129,5,No,13,Excellent,3,3,Better,11,10,3,8,2,0,1,0,4
Yes,Travel_Frequently,234,9,Master,Life Sciences,Male,93,High,2,Laboratory Technician,Married,6208,4,No,17,Excellent,1,3,Good,7,1,0,7,1,0,0,0,5
Yes,Travel_Rarely,370,10,Master,Medical,Male,58,High,2,Manufacturing Director,Single,4992,1,No,15,Excellent,0,4,Bad,10,3,0,8,2,0,0,0,4
No,Travel_Frequently,766,20,Bachelor,Life Sciences,Male,83,High,2,Sales Executive,Divorced,19188,2,No,18,Excellent,1,6,Better,2,1,2,2,2,0,0,0,8
No,Non-Travel,343,9,Bachelor,Life Sciences,Male,52,High,1,Research Scientist,Single,24978,4,No,13,Excellent,0,2,Good,3,2,1,2,2,0,1,0,4
No,Travel_Rarely,447,5,Bachelor,Life Sciences,Male,85,Very High,2,Healthcare Representative,Single,15530,3,No,12,Excellent,0,3,Bad,3,2,1,2,2,0,0,0,2
No,Travel_Rarely,1092,10,Bachelor,Medical,Female,64,High,3,Manufacturing Director,Single,2739,9,No,14,Excellent,0,3,Better,7,7,0,2,1,0,0,0,3
Yes,Travel_Rarely,920,20,College,Medical,Female,69,High,1,Human Resources,Married,6889,1,Yes,11,Excellent,0,3,Better,5,1,1,4,0,0,1,0,6
Yes,Travel_Rarely,261,21,College,Medical,Female,66,High,2,Healthcare Representative,Married,10842,4,No,22,Outstanding,1,2,Best,9,7,3,7,3,0,0,0,7
No,Travel_Rarely,1194,1,Bachelor,Life Sciences,Female,52,High,2,Healthcare Representative,Divorced,9060,4,No,17,Excellent,1,3,Better,5,3,0,3,2,0,0,0,8
No,Travel_Rarely,810,8,College,Technical Degree,Male,92,Very High,2,Sales Executive,Married,22128,1,No,21,Outstanding,2,5,Better,10,8,4,8,1,0,0,0,5
No,Non-Travel,350,2,Bachelor,Medical,Male,52,High,4,Manager,Divorced,22577,4,No,22,Outstanding,1,0,Good,16,9,14,14,4,0,0,0,5
No,Travel_Rarely,185,23,Master,Medical,Male,91,Low,1,Laboratory Technician,Married,9696,1,No,16,Excellent,1,2,Best,5,4,0,3,2,1,1,0,4
No,Travel_Rarely,750,12,Bachelor,Life Sciences,Female,47,High,2,Healthcare Representative,Divorced,10748,2,No,12,Excellent,1,3,Better,7,4,7,7,2,0,0,0,2
No,Travel_Rarely,431,7,Master,Medical,Female,68,High,2,Research Scientist,Married,15696,4,No,15,Excellent,1,2,Good,7,1,1,7,4,0,0,0,7
No,Travel_Frequently,1125,7,Master,Marketing,Female,68,High,3,Sales Executive,Married,8277,2,No,14,Excellent,2,3,Better,3,2,2,2,1,0,0,0,3
No,Travel_Rarely,1217,1,Bachelor,Medical,Female,67,High,1,Research Scientist,Married,12719,1,No,25,Outstanding,1,3,Better,3,2,1,2,1,0,0,0,4
No,Travel_Rarely,723,2,Master,Marketing,Female,77,Low,2,Sales Representative,Married,4244,2,Yes,20,Outstanding,2,4,Good,4,2,0,3,2,0,0,0,4
No,Travel_Rarely,572,10,Bachelor,Medical,Male,46,High,2,Sales Executive,Single,9125,1,No,13,Excellent,0,4,Better,5,3,1,2,0,0,0,0,5
No,Travel_Frequently,1216,15,Master,Life Sciences,Male,87,High,4,Research Director,Married,21624,2,Yes,14,Excellent,0,3,Better,2,2,2,2,4,0,0,0,3
No,Non-Travel,1431,14,Bachelor,Medical,Female,33,High,1,Research Scientist,Single,8018,1,No,16,Excellent,0,4,Bad,0,0,0,0,0,0,1,1,5
Yes,Travel_Rarely,359,18,Doctor,Human Resources,Male,89,Very High,1,Human Resources,Married,21495,1,No,17,Excellent,0,4,Better,1,0,0,0,1,0,1,1,5
Yes,Travel_Rarely,350,13,Bachelor,Human Resources,Male,56,Medium,1,Human Resources,Divorced,3157,4,Yes,15,Excellent,3,3,Better,2,2,2,0,1,0,1,0,3
No,Non-Travel,589,2,Master,Life Sciences,Female,67,High,2,Sales Executive,Married,19665,4,No,22,Outstanding,2,3,Best,8,7,5,7,3,0,0,0,5
No,Travel_Rarely,430,2,Master,Other,Female,73,High,2,Research Scientist,Married,19573,4,Yes,22,Outstanding,1,2,Better,1,0,0,0,2,0,0,0,7
No,Travel_Frequently,1422,2,Master,Life Sciences,Male,92,High,2,Sales Executive,Married,19246,1,No,20,Outstanding,1,5,Better,7,7,7,7,2,0,0,0,5
No,Travel_Frequently,1297,5,College,Life Sciences,Female,53,High,1,Laboratory Technician,Single,19826,1,Yes,14,Excellent,0,3,Good,5,4,0,2,1,0,1,0,8
No,Travel_Frequently,574,20,Below College,Medical,Male,40,High,1,Laboratory Technician,Married,7003,1,No,13,Excellent,0,3,Best,11,8,3,10,1,0,0,0,7
No,Travel_Frequently,1318,10,Master,Marketing,Male,79,High,2,Sales Executive,Single,26075,8,No,13,Excellent,0,2,Best,0,0,0,0,1,0,0,0,8
No,Non-Travel,355,10,Master,Technical Degree,Male,38,High,1,Research Scientist,Married,6161,3,No,22,Outstanding,2,1,Good,6,3,3,3,2,0,1,0,5
No,Travel_Rarely,207,9,Master,Life Sciences,Female,64,High,1,Laboratory Technician,Single,5411,4,No,12,Excellent,0,2,Better,2,2,2,0,3,0,1,0,5
No,Travel_Rarely,706,2,College,Life Sciences,Male,82,High,3,Manufacturing Director,Divorced,19989,3,No,14,Excellent,1,4,Good,9,8,4,7,3,0,0,0,8
No,Non-Travel,280,1,College,Life Sciences,Male,43,High,1,Human Resources,Divorced,10494,1,No,15,Excellent,1,2,Better,3,2,2,2,1,0,1,0,6
No,Travel_Rarely,726,29,Below College,Life Sciences,Male,93,Low,2,Healthcare Representative,Divorced,21143,8,No,17,Excellent,2,3,Better,7,0,1,6,1,1,0,0,8
No,Travel_Rarely,1142,8,Bachelor,Life Sciences,Male,81,High,1,Laboratory Technician,Single,13624,4,No,13,Excellent,0,3,Better,0,0,0,0,2,0,0,0,8
Yes,Travel_Rarely,414,2,Master,Marketing,Male,82,Medium,2,Sales Executive,Single,26186,7,Yes,12,Excellent,0,3,Good,2,2,2,2,1,0,0,0,5
No,Travel_Rarely,728,23,Below College,Medical,Female,36,Medium,2,Sales Representative,Married,7018,1,No,21,Outstanding,1,5,Better,9,8,5,8,1,1,0,0,6
No,Travel_Rarely,352,6,Below College,Medical,Male,87,Medium,1,Human Resources,Married,15434,1,No,11,Excellent,0,3,Better,1,0,0,0,1,0,1,1,7
No,Travel_Rarely,823,6,Bachelor,Medical,Female,81,Medium,5,Manager,Married,22539,7,No,13,Excellent,0,2,Better,16,12,6,14,2,0,0,0,5
Yes,Travel_Frequently,459,24,College,Life Sciences,Male,73,Medium,1,Research Scientist,Single,14753,1,Yes,24,Outstanding,0,3,Good,1,0,1,0,1,1,1,1,7
Yes,Travel_Rarely,1254,10,Bachelor,Life Sciences,Female,64,High,3,Sales Executive,Married,14011,5,No,21,Outstanding,3,2,Better,8,7,0,7,3,0,0,0,5
No,Travel_Frequently,1131,15,Bachelor,Life Sciences,Female,77,Medium,1,Research Scientist,Married,23844,1,No,19,Excellent,1,2,Good,7,6,7,3,1,0,0,0,6
No,Travel_Rarely,835,19,Master,Other,Male,41,High,2,Research Scientist,Divorced,5141,8,No,14,Excellent,3,2,Better,2,2,2,2,2,0,0,0,7
No,Travel_Rarely,836,2,Master,Technical Degree,Male,98,Medium,1,Research Scientist,Married,7975,8,No,20,Outstanding,1,2,Best,5,2,0,4,4,0,1,0,5
No,Travel_Rarely,1172,3,Bachelor,Medical,Female,78,High,1,Sales Representative,Married,3692,1,No,19,Excellent,1,3,Better,1,0,0,0,1,0,1,1,5
Yes,Travel_Rarely,945,9,Bachelor,Medical,Male,89,High,1,Sales Representative,Single,16019,1,No,13,Excellent,0,3,Good,1,0,0,0,1,0,1,1,6
Yes,Travel_Rarely,391,7,Below College,Life Sciences,Male,75,High,1,Research Scientist,Single,26092,1,Yes,23,Outstanding,0,2,Better,1,0,0,0,0,0,1,1,4
No,Travel_Rarely,1266,10,Master,Technical Degree,Female,63,Medium,2,Sales Executive,Married,6060,1,Yes,13,Excellent,1,4,Better,10,9,1,7,2,0,0,0,3
No,Travel_Rarely,311,20,Bachelor,Life Sciences,Male,89,High,2,Laboratory Technician,Divorced,18624,1,No,11,Excellent,1,2,Better,10,8,0,2,1,0,0,0,3
No,Travel_Rarely,1480,4,Bachelor,Life Sciences,Male,64,High,3,Sales Executive,Married,24444,2,Yes,13,Excellent,3,3,Better,5,3,1,0,1,0,0,0,8
No,Travel_Rarely,592,7,Bachelor,Life Sciences,Male,59,High,1,Laboratory Technician,Single,19384,3,No,14,Excellent,0,2,Better,3,2,1,2,1,0,1,0,4
No,Travel_Rarely,783,7,Master,Medical,Male,78,High,2,Research Scientist,Married,13588,5,Yes,22,Outstanding,1,2,Better,5,3,0,4,2,0,0,0,5
No,Travel_Rarely,219,16,College,Other,Female,44,Medium,2,Manufacturing Director,Married,25388,1,Yes,11,Excellent,0,2,Better,3,2,0,2,2,0,0,0,7
No,Travel_Rarely,556,25,College,Life Sciences,Female,93,Medium,2,Manufacturing Director,Married,23888,1,No,13,Excellent,2,2,Good,9,8,3,8,3,1,0,0,7
No,Travel_Frequently,1213,2,Below College,Human Resources,Male,94,Medium,2,Human Resources,Single,4223,1,No,21,Outstanding,0,2,Good,10,1,0,8,2,0,0,0,7
No,Travel_Rarely,482,1,College,Life Sciences,Female,90,Medium,1,Research Scientist,Married,14908,1,Yes,13,Excellent,1,3,Good,1,0,1,0,0,0,1,1,5
No,Travel_Rarely,511,2,College,Medical,Female,89,Very High,2,Sales Executive,Single,26997,1,No,14,Excellent,0,5,Good,8,7,0,7,1,0,0,0,3
No,Travel_Rarely,170,1,Master,Life Sciences,Male,78,Very High,2,Healthcare Representative,Married,9364,2,No,15,Excellent,1,5,Better,2,0,2,2,3,0,0,0,4
Yes,Non-Travel,967,16,Master,Technical Degree,Male,85,Low,1,Research Scientist,Married,14460,1,Yes,23,Outstanding,1,2,Better,5,2,3,0,1,0,1,0,4
Yes,Travel_Rarely,1162,24,College,Life Sciences,Male,97,High,1,Laboratory Technician,Single,10261,1,No,16,Excellent,0,3,Better,4,2,1,0,4,1,1,0,6
No,Travel_Rarely,335,17,College,Marketing,Male,33,Medium,2,Sales Executive,Married,16822,2,No,16,Excellent,2,1,Bad,4,2,1,3,2,0,0,0,5
No,Travel_Rarely,337,8,Bachelor,Marketing,Female,54,High,2,Sales Executive,Married,26841,5,No,21,Outstanding,1,3,Better,5,4,1,4,2,0,0,0,5
No,Travel_Rarely,1396,6,Bachelor,Medical,Male,83,High,3,Research Director,Married,14842,9,No,13,Excellent,1,3,Best,13,7,5,7,2,0,0,0,3
No,Travel_Rarely,1079,10,College,Medical,Female,86,High,2,Sales Executive,Divorced,20115,2,Yes,11,Excellent,1,2,Better,5,2,1,4,1,0,0,0,8
No,Travel_Rarely,735,3,Below College,Medical,Female,75,Medium,2,Sales Executive,Married,16495,3,Yes,12,Excellent,0,3,Good,4,2,0,1,1,0,0,0,8
No,Travel_Rarely,471,4,Bachelor,Medical,Female,62,Very High,1,Laboratory Technician,Divorced,16031,8,No,12,Excellent,1,0,Good,2,2,2,2,1,0,0,0,3
No,Travel_Frequently,1096,6,Bachelor,Other,Male,61,Very High,1,Laboratory Technician,Married,7102,1,No,18,Excellent,1,3,Better,7,7,7,7,0,0,1,0,5
No,Travel_Frequently,1297,1,Master,Medical,Male,44,High,2,Healthcare Representative,Single,14511,4,No,12,Excellent,0,3,Better,4,2,0,3,3,0,0,0,5
No,Travel_Rarely,217,10,Master,Marketing,Male,43,High,2,Sales Executive,Single,10410,1,No,14,Excellent,0,2,Good,10,4,0,9,1,0,0,0,4
No,Travel_Frequently,783,1,College,Life Sciences,Male,42,Medium,2,Sales Executive,Married,19255,1,Yes,12,Excellent,1,2,Better,7,7,0,7,1,0,0,0,7
Yes,Travel_Frequently,746,24,Bachelor,Technical Degree,Male,45,Very High,1,Sales Representative,Single,10642,1,No,17,Excellent,0,3,Better,1,0,0,0,1,1,1,1,5
No,Non-Travel,1251,21,Master,Life Sciences,Female,32,Low,2,Sales Executive,Married,3987,6,No,19,Excellent,1,1,Better,3,2,1,2,2,0,0,0,4
No,Travel_Rarely,1354,2,Master,Technical Degree,Male,41,High,1,Research Scientist,Married,6073,1,No,11,Excellent,1,3,Good,5,3,1,2,1,0,1,0,4
No,Travel_Frequently,735,22,Master,Other,Male,86,Medium,2,Research Scientist,Married,26496,1,Yes,15,Excellent,0,3,Better,15,10,6,11,1,1,0,0,6
Yes,Travel_Rarely,1475,13,College,Marketing,Female,84,High,2,Sales Executive,Single,23352,3,Yes,11,Excellent,0,0,Better,2,0,2,2,1,0,0,0,8
No,Non-Travel,1169,14,Master,Technical Degree,Male,64,High,2,Research Scientist,Married,2125,8,No,18,Excellent,1,4,Best,8,7,1,7,3,0,0,0,5
No,Travel_Rarely,1443,11,Doctor,Marketing,Female,89,Medium,2,Sales Executive,Married,20328,4,No,16,Excellent,1,3,Better,0,0,0,0,4,0,0,0,5
No,Travel_Rarely,867,9,College,Medical,Male,87,High,2,Manufacturing Director,Married,12315,1,No,25,Outstanding,1,3,Better,10,0,7,9,2,0,0,0,3
No,Travel_Rarely,605,21,Bachelor,Life Sciences,Female,72,High,4,Manager,Married,11761,4,Yes,13,Excellent,1,2,Good,1,0,0,0,4,0,0,0,8
Yes,Travel_Frequently,238,5,College,Life Sciences,Female,47,Very High,1,Research Scientist,Single,15318,3,Yes,14,Excellent,0,2,Better,4,1,0,3,1,0,1,0,2
No,Travel_Rarely,1206,9,College,Life Sciences,Male,71,High,1,Research Scientist,Divorced,14293,2,No,19,Excellent,2,0,Best,5,2,0,3,2,0,0,0,7
No,Travel_Frequently,1064,2,Below College,Life Sciences,Male,42,High,5,Research Director,Married,13738,3,No,15,Excellent,0,3,Better,5,4,4,3,3,0,0,0,7
No,Travel_Rarely,419,12,Master,Marketing,Male,77,High,2,Sales Executive,Divorced,2900,3,Yes,12,Excellent,2,4,Better,0,0,0,0,2,0,0,0,6
Yes,Travel_Frequently,1337,22,Bachelor,Human Resources,Female,58,Medium,1,Human Resources,Married,19555,1,No,12,Excellent,0,2,Better,1,0,0,0,1,1,1,1,1
No,Travel_Rarely,682,18,Master,Medical,Male,71,High,2,Sales Executive,Married,15975,1,No,16,Excellent,1,2,Bad,5,3,0,4,2,0,0,0,4
No,Non-Travel,1103,16,Bachelor,Medical,Male,49,High,1,Research Scientist,Single,2122,1,No,14,Excellent,0,3,Good,5,3,1,4,1,0,1,0,6
No,Non-Travel,976,3,College,Medical,Male,48,High,1,Research Scientist,Divorced,3995,1,Yes,13,Excellent,1,3,Best,4,2,2,3,1,0,1,0,5
No,Non-Travel,1351,9,Master,Life Sciences,Male,66,Very High,1,Laboratory Technician,Married,9238,1,No,22,Outstanding,0,3,Better,5,4,0,2,2,0,1,0,2
No,Travel_Rarely,937,1,Bachelor,Marketing,Male,32,High,3,Sales Executive,Single,6770,1,No,21,Outstanding,0,3,Good,14,8,2,1,1,0,0,0,3
No,Travel_Rarely,1239,13,Master,Medical,Male,39,High,3,Sales Executive,Divorced,22914,1,No,18,Excellent,1,2,Good,8,7,1,1,1,0,0,0,7
No,Travel_Rarely,157,1,Bachelor,Medical,Male,95,High,1,Laboratory Technician,Single,20006,1,No,13,Excellent,0,6,Good,7,7,7,6,0,0,1,0,5
No,Travel_Rarely,136,1,Bachelor,Life Sciences,Male,89,High,2,Healthcare Representative,Married,6225,1,No,12,Excellent,1,5,Good,5,3,0,2,1,0,0,0,0
No,Non-Travel,1146,15,Master,Medical,Female,34,High,2,Healthcare Representative,Divorced,16542,5,No,18,Excellent,1,6,Better,5,1,1,2,1,0,0,0,6
No,Travel_Frequently,1125,1,Bachelor,Life Sciences,Male,48,Low,2,Research Scientist,Married,5771,1,No,21,Outstanding,0,6,Better,10,8,8,7,1,0,0,0,4
Yes,Travel_Rarely,1404,17,Bachelor,Technical Degree,Male,32,Medium,1,Laboratory Technician,Divorced,18779,5,No,12,Excellent,1,2,Good,4,1,0,3,1,0,1,0,5
No,Travel_Rarely,1404,1,Bachelor,Life Sciences,Male,59,Medium,1,Sales Representative,Single,11473,4,No,14,Excellent,0,3,Good,1,0,0,0,2,0,1,0,0
No,Travel_Rarely,1224,7,Master,Life Sciences,Female,55,High,2,Sales Executive,Married,13586,1,Yes,11,Excellent,0,2,Better,10,8,0,9,2,0,0,0,8
No,Travel_Rarely,954,9,Bachelor,Marketing,Male,44,High,2,Sales Executive,Single,5099,1,No,14,Excellent,0,5,Better,7,7,0,7,1,0,0,0,6
No,Travel_Rarely,1373,5,Master,Life Sciences,Male,56,Medium,2,Manufacturing Director,Single,10138,8,No,24,Outstanding,0,1,Better,1,0,0,0,1,0,0,0,7
Yes,Travel_Frequently,754,26,Master,Marketing,Male,63,High,2,Sales Executive,Married,21075,1,Yes,11,Excellent,0,4,Better,10,7,0,8,1,1,0,0,5
Yes,Travel_Rarely,1168,24,Master,Life Sciences,Male,66,High,3,Sales Executive,Single,5843,6,Yes,13,Excellent,0,2,Good,2,2,2,2,4,1,0,0,1
No,Travel_Rarely,155,9,College,Life Sciences,Female,67,High,2,Research Scientist,Married,22474,3,No,11,Excellent,2,6,Good,4,3,2,3,4,0,1,0,4
No,Travel_Frequently,1303,7,College,Life Sciences,Male,36,High,2,Healthcare Representative,Divorced,18079,1,No,20,Outstanding,3,2,Better,9,7,2,8,1,0,0,0,7
No,Travel_Rarely,574,11,Bachelor,Life Sciences,Male,30,High,3,Healthcare Representative,Married,16873,1,No,17,Excellent,1,1,Better,10,9,0,9,2,0,0,0,3
No,Travel_Frequently,1444,1,Master,Other,Male,88,High,1,Human Resources,Married,5224,1,Yes,11,Excellent,1,2,Better,6,2,1,2,2,0,1,0,5
No,Travel_Rarely,189,26,Master,Human Resources,Male,71,Very High,5,Manager,Married,25811,4,Yes,18,Excellent,1,0,Better,10,9,1,4,4,1,0,0,3
No,Travel_Rarely,1276,2,Below College,Medical,Female,59,Low,1,Laboratory Technician,Divorced,17536,1,Yes,11,Excellent,3,4,Better,1,0,0,0,1,0,1,1,8
No,Non-Travel,697,10,Bachelor,Medical,Female,40,High,3,Research Director,Married,26862,4,No,20,Outstanding,1,2,Best,11,7,4,8,1,0,0,0,6
No,Travel_Rarely,157,10,Bachelor,Medical,Female,77,High,2,Manufacturing Director,Single,25198,6,Yes,19,Excellent,0,3,Better,5,2,1,4,4,0,0,0,5
No,Travel_Rarely,771,1,College,Life Sciences,Male,45,Medium,2,Healthcare Representative,Single,14120,1,No,12,Excellent,0,2,Good,4,3,1,2,0,0,0,0,4
No,Travel_Rarely,571,12,College,Other,Male,78,High,1,Laboratory Technician,Single,13672,1,No,13,Excellent,0,6,Best,5,2,1,4,0,0,1,0,8
No,Travel_Frequently,692,11,Bachelor,Technical Degree,Female,73,High,2,Laboratory Technician,Married,26849,1,No,11,Excellent,1,2,Best,10,9,9,4,2,0,0,0,5
No,Travel_Rarely,444,2,College,Marketing,Female,92,High,2,Sales Executive,Married,4258,3,No,14,Excellent,1,4,Better,11,8,5,10,2,0,0,0,4
No,Travel_Rarely,309,2,Bachelor,Human Resources,Female,82,High,1,Human Resources,Married,19655,4,No,14,Excellent,0,3,Better,2,0,1,2,0,0,1,0,5
No,Travel_Rarely,911,1,College,Medical,Male,76,High,1,Laboratory Technician,Married,4077,1,No,13,Excellent,0,6,Good,12,8,1,7,1,0,0,0,6
No,Travel_Rarely,977,2,Below College,Other,Male,57,High,1,Laboratory Technician,Divorced,7298,6,Yes,19,Excellent,1,2,Good,2,2,0,2,0,0,0,0,7
No,Travel_Rarely,1180,25,Bachelor,Medical,Male,84,High,3,Healthcare Representative,Single,13084,2,No,23,Outstanding,0,3,Better,17,14,12,11,3,1,0,0,3
No,Non-Travel,1313,1,College,Medical,Male,59,Medium,1,Laboratory Technician,Divorced,20439,1,No,12,Excellent,3,2,Good,1,1,0,0,1,0,1,1,5
No,Travel_Rarely,1321,1,Master,Life Sciences,Male,86,High,2,Sales Executive,Married,7636,1,No,15,Excellent,2,3,Better,15,13,5,8,2,0,0,0,4
No,Travel_Rarely,1154,2,College,Life Sciences,Male,54,High,1,Sales Representative,Married,6393,1,No,19,Excellent,1,1,Better,2,2,1,2,1,0,1,0,4
No,Travel_Frequently,508,6,Master,Life Sciences,Male,72,Medium,2,Manufacturing Director,Married,14284,2,No,11,Excellent,1,1,Better,8,3,7,7,2,0,0,0,5
No,Travel_Rarely,557,18,Master,Life Sciences,Male,35,High,2,Research Scientist,Divorced,11189,6,Yes,17,Excellent,1,3,Good,4,3,1,2,2,0,0,0,5
No,Travel_Rarely,642,1,Bachelor,Life Sciences,Male,76,High,1,Research Scientist,Married,21412,3,No,22,Outstanding,1,3,Better,5,3,1,0,2,0,1,0,6
No,Non-Travel,1162,1,Below College,Medical,Female,98,High,3,Research Director,Married,17231,1,No,18,Excellent,2,3,Bad,13,8,5,12,3,0,0,0,3
No,Travel_Rarely,1490,11,Master,Medical,Male,43,High,1,Laboratory Technician,Married,20232,7,Yes,11,Excellent,1,3,Better,2,2,2,2,2,0,1,0,7
No,Travel_Rarely,581,1,College,Life Sciences,Male,63,High,1,Research Scientist,Single,17624,1,No,12,Excellent,0,2,Best,3,2,1,2,0,0,0,0,8
No,Travel_Rarely,1395,9,Master,Medical,Male,48,High,2,Research Scientist,Single,18698,1,No,19,Excellent,0,5,Better,10,7,0,8,2,0,0,0,4
No,Travel_Rarely,501,15,College,Medical,Female,95,High,2,Healthcare Representative,Married,21653,1,Yes,13,Excellent,1,6,Better,9,7,8,1,1,0,0,0,4
No,Travel_Rarely,267,29,Master,Life Sciences,Female,49,Medium,1,Laboratory Technician,Single,15919,1,No,13,Excellent,0,3,Better,6,2,4,1,1,1,1,0,5
No,Travel_Rarely,543,1,Master,Life Sciences,Male,83,High,1,Laboratory Technician,Married,4060,8,No,19,Excellent,2,3,Good,1,0,0,0,2,0,1,0,5
No,Travel_Rarely,234,1,Master,Medical,Male,68,Medium,1,Sales Representative,Married,18024,1,No,14,Excellent,1,2,Better,2,2,2,2,1,0,1,0,3
No,Travel_Rarely,116,24,Below College,Life Sciences,Male,52,High,2,Research Scientist,Single,5340,7,No,13,Excellent,0,2,Better,7,7,1,7,2,1,0,0,3
No,Travel_Rarely,801,1,Master,Marketing,Female,48,High,3,Sales Executive,Married,24032,1,No,19,Excellent,2,3,Better,14,10,5,7,1,0,0,0,7
No,Travel_Rarely,161,10,Bachelor,Life Sciences,Female,42,Very High,3,Research Director,Married,15471,1,Yes,25,Outstanding,1,2,Better,16,11,6,8,2,0,0,0,5
No,Travel_Rarely,1382,8,College,Other,Female,85,High,2,Sales Executive,Divorced,13684,1,Yes,22,Outstanding,1,3,Good,5,3,0,4,0,0,0,0,3
No,Non-Travel,585,29,Master,Life Sciences,Male,40,High,1,Sales Representative,Divorced,19788,2,No,15,Excellent,2,3,Good,9,8,0,0,4,1,0,0,4
No,Travel_Rarely,1037,1,Bachelor,Medical,Male,42,High,1,Research Scientist,Single,13422,6,Yes,12,Excellent,0,2,Better,4,3,1,2,3,0,1,0,6
No,Travel_Rarely,501,5,Below College,Medical,Male,58,High,1,Sales Representative,Single,25479,1,Yes,11,Excellent,0,6,Better,2,2,1,2,0,0,1,1,5
No,Non-Travel,105,9,Bachelor,Life Sciences,Male,87,High,5,Manager,Single,15302,2,No,13,Excellent,0,3,Good,6,0,1,3,2,0,0,0,8
Yes,Travel_Frequently,638,9,Bachelor,Marketing,Male,33,High,1,Sales Representative,Married,26956,1,No,19,Excellent,1,3,Good,1,0,1,0,0,0,1,1,3
No,Travel_Rarely,557,3,Bachelor,Medical,Female,94,Medium,3,Sales Executive,Married,12695,1,No,19,Excellent,2,2,Better,9,7,3,4,2,0,0,0,5
No,Travel_Frequently,688,4,College,Life Sciences,Female,97,High,2,Manufacturing Director,Divorced,9192,7,No,13,Excellent,3,3,Better,4,2,0,2,2,0,0,0,5
No,Non-Travel,667,1,Master,Life Sciences,Male,57,High,2,Healthcare Representative,Divorced,26236,1,No,21,Outstanding,1,2,Good,13,12,1,9,4,0,0,0,4
Yes,Travel_Rarely,1092,1,Master,Medical,Male,36,High,1,Research Scientist,Married,26124,9,Yes,14,Excellent,3,3,Best,2,2,2,2,1,0,0,0,4
Yes,Travel_Rarely,310,7,College,Technical Degree,Male,72,High,1,Laboratory Technician,Married,3666,8,No,11,Excellent,1,4,Bad,10,9,9,8,4,0,1,0,8
No,Travel_Rarely,704,28,Bachelor,Marketing,Female,95,Medium,2,Sales Executive,Married,8978,1,No,21,Outstanding,2,2,Better,8,7,1,7,1,1,0,0,8
No,Non-Travel,301,15,Master,Marketing,Male,88,Low,2,Sales Executive,Divorced,10436,1,No,24,Outstanding,1,4,Good,15,12,11,11,2,0,0,0,6
No,Travel_Rarely,930,3,Bachelor,Life Sciences,Male,57,Medium,2,Sales Executive,Divorced,12227,2,No,11,Excellent,1,5,Better,5,4,0,4,2,0,0,0,5
No,Travel_Rarely,529,2,Bachelor,Technical Degree,Male,78,High,1,Research Scientist,Single,11288,1,No,14,Excellent,0,4,Better,4,2,1,2,1,0,1,0,6
No,Travel_Rarely,1146,26,Master,Life Sciences,Female,31,High,3,Human Resources,Single,16642,1,Yes,16,Excellent,0,2,Better,9,0,1,7,2,1,0,0,7
No,Travel_Rarely,345,10,College,Life Sciences,Female,100,High,2,Sales Executive,Married,5982,1,No,11,Excellent,1,1,Better,10,7,1,9,2,0,0,0,5
Yes,Travel_Frequently,878,1,Master,Life Sciences,Male,94,High,2,Sales Executive,Divorced,14255,7,No,12,Excellent,2,3,Better,6,3,0,1,3,0,0,0,6
No,Travel_Rarely,1120,11,Master,Marketing,Female,100,Medium,2,Sales Executive,Married,14369,4,No,13,Excellent,1,2,Good,6,3,0,0,2,0,0,0,4
No,Travel_Rarely,374,20,Bachelor,Life Sciences,Female,50,High,2,Sales Executive,Single,23333,8,No,15,Excellent,0,3,Better,5,3,0,1,3,0,0,0,7
